TIME,OPERATION,LAST NAME,FIRST NAME,RESULT
2016-07-01 11:08,Search,Cameron, Martin,No record found.
2016-07-01 11:55,Search,Dejesus, Ethel,2015-09-06 08:16 -- Vandalism; 
2016-07-01 13:22,Search,Joyal, Warren,No record found.
2016-07-01 17:03,Search,Brown, Ronald,2015-08-08 00:17 -- Vandalism; 
2016-07-01 18:53,Search,Murphy, Alphonse,No record found.
#######,,,,
2016-07-02 17:13,New Entry,Zapata, John,2016-07-02 11:10 -- Possession; 2016-07-02 15:44 -- Possession; 
2016-07-02 19:26,New Entry,Brown, Robert,2016-07-02 15:05 -- Grand Theft Auto; 2016-07-02 16:31 -- Theft; 
2016-07-02 21:05,New Entry,Cannon, Dwayne,2016-07-02 03:08 -- Money Laundering; 
2016-07-02 14:32,Search,Blouin, Franklin,1980-02-10 11:14 -- Money Laundering; 1985-12-22 04:38 -- Tax Evasion; 1988-05-21 21:07 -- Identity Theft; 2000-04-06 16:15 -- Identity Theft; 
#######,,,,
2016-07-03 05:56,New Entry,Gaines, Jamie,2016-07-03 02:43 -- Theft; 2016-07-03 03:24 -- Arson; 
2016-07-03 03:44,Search,Brewer, Ernest,2015-08-12 01:46 -- Possession; 2015-08-12 01:50 -- Shoplifting; 2015-08-12 04:11 -- Breaking and Entering; 
2016-07-03 09:34,Record Updated,Wilbanks, John,2016-07-03 09:34 -- Shoplifting
2016-07-03 09:40,Search,McCoy, Daniel,2015-06-15 05:06 -- Arson; 2015-06-15 07:59 -- Possession; 2015-06-15 12:29 -- Identity Theft; 
2016-07-03 19:30,Search,Wynn, Annie,No record found.
2016-07-03 22:39,Search,Farley, Grace,2015-11-12 04:34 -- Assault; 2015-11-12 05:10 -- Theft; 
2016-07-03 23:04,Search,Wright, Alicia,2014-08-22 06:01 -- Assault; 2014-08-22 07:22 -- Identity Theft; 
#######,,,,
2016-07-04 05:11,New Entry,Wood, Jorge,2016-07-04 02:58 -- Identity Theft; 2016-07-04 04:06 -- Shoplifting; 
2016-07-04 17:02,New Entry,John, Thomas,2016-07-04 07:15 -- Intent to Distribute; 2016-07-04 11:12 -- Arson; 
2016-07-04 00:24,Search,McQuaig, Brandon,2016-02-15 01:35 -- Shoplifting; 2016-02-15 02:00 -- Drunk Driving; 2016-02-15 06:00 -- Grand Theft Auto; 
2016-07-04 07:24,Record Deleted,Barrett, Jennifer,2015-03-24 00:22 -- Assault; 2015-03-24 01:28 -- Arson; 
2016-07-04 10:13,Search,Munoz, Andre,2016-05-28 00:18 -- Possession; 2016-05-28 04:41 -- Vandalism; 
2016-07-04 13:08,Search,Budd, Daniel,No record found.
2016-07-04 17:52,Record Updated,Cook, Eugene,2016-07-04 17:52 -- Shoplifting
2016-07-04 18:40,Search,Carroll, Sara,1982-12-20 16:35 -- Theft; 1983-11-06 12:16 -- Drunk Driving; 1996-07-15 10:01 -- Tax Evasion; 2011-11-21 04:24 -- Assault; 2014-11-07 03:58 -- Drunk Driving; 2016-06-21 17:23 -- Tax Evasion; 
2016-07-04 20:17,Search,Vernon, Marjorie,2015-04-03 02:22 -- Vandalism; 2015-04-03 12:45 -- Drunk Driving; 2015-04-03 16:55 -- Drunk Driving; 2015-08-22 22:08 -- Assault; 
#######,,,,
2016-07-05 06:57,New Entry,Sander, Diane,2016-07-05 02:37 -- Breaking and Entering; 2016-07-05 05:52 -- Shoplifting; 
2016-07-05 00:57,Record Updated,Smith, Grace,2016-07-05 00:57 -- Breaking and Entering
2016-07-05 09:23,Search,Rodriguez, David,2015-08-05 03:13 -- Theft; 2015-08-05 10:32 -- Intent to Distribute; 
2016-07-05 10:10,Search,Evans, Ivy,2016-03-24 04:28 -- Arson; 2016-03-24 10:19 -- Theft; 2016-03-24 14:12 -- Intent to Distribute; 
2016-07-05 11:56,Search,Gutierrez, Anna,2016-05-01 06:30 -- Theft; 
2016-07-05 12:30,Search,Hammond, Randy,No record found.
2016-07-05 18:28,Search,Washington, Teresa,2015-07-27 00:47 -- Money Laundering; 2015-07-27 04:22 -- Vandalism; 2015-07-27 05:43 -- Grand Theft Auto; 
2016-07-05 18:35,Record Updated,Henry, Randy,2016-07-05 18:35 -- Money Laundering
2016-07-05 23:11,Search,Banks, Jack,2014-09-28 03:22 -- Arson; 2014-09-28 04:44 -- Breaking and Entering; 2014-09-28 07:28 -- Breaking and Entering; 
#######,,,,
2016-07-06 12:31,New Entry,Wooten, Alicia,2016-07-06 05:25 -- Possession; 2016-07-06 08:23 -- Grand Theft Auto; 2016-07-06 09:11 -- Theft; 
2016-07-06 16:52,New Entry,Neubauer, Amy,2016-07-06 02:19 -- Shoplifting; 2016-07-06 06:30 -- Vandalism; 
2016-07-06 22:02,New Entry,Swenson, Nicole,2016-07-06 05:07 -- Breaking and Entering; 2016-07-06 17:04 -- Intent to Distribute; 
2016-07-06 05:28,Record Deleted,Carlton, Kurt,1984-07-20 07:43 -- Arson; 1991-07-09 09:35 -- Tax Evasion; 1998-03-15 14:28 -- Arson; 2000-02-02 18:03 -- Intent to Distribute; 2016-03-27 12:01 -- Arson; 
2016-07-06 08:46,Search,Jackson, Zachary,2015-08-10 08:16 -- Grand Theft Auto; 2015-08-10 12:48 -- Assault; 2015-08-10 13:26 -- Drunk Driving; 
2016-07-06 10:29,Search,Balbuena, Kenneth,2014-10-30 07:06 -- Possession; 2014-10-30 10:20 -- Tax Evasion; 
2016-07-06 12:38,Record Updated,Washington, Laura,2016-07-06 12:38 -- Money Laundering
2016-07-06 13:59,Search,Poole, Betty,2016-01-01 12:29 -- Money Laundering; 
2016-07-06 14:01,Search,Padilla, Nancy,1981-02-07 16:13 -- Grand Theft Auto; 1983-05-19 18:03 -- Drunk Driving; 2003-04-28 20:38 -- Vandalism; 
2016-07-06 17:22,Search,Henley, Phyllis,1977-08-13 23:17 -- Grand Theft Auto; 2014-06-27 09:33 -- Breaking and Entering; 
2016-07-06 18:45,Record Updated,King, Troy,2016-07-06 18:45 -- Arson
2016-07-06 21:36,Search,Rodgers, Sally,No record found.
#######,,,,
2016-07-07 07:10,New Entry,Fee, Carmen,2016-07-07 02:27 -- Grand Theft Auto; 2016-07-07 02:32 -- Drunk Driving; 
2016-07-07 05:04,Search,Brown, Brian,1980-11-14 17:07 -- Intent to Distribute; 1984-08-21 09:47 -- Money Laundering; 2009-12-16 23:03 -- Theft; 
2016-07-07 10:34,Search,Habib, Anna,No record found.
2016-07-07 13:26,Search,Barahona, Amy,2015-06-03 06:56 -- Grand Theft Auto; 2015-06-03 09:30 -- Shoplifting; 2015-06-03 13:02 -- Possession; 
2016-07-07 13:52,Search,Cruz, Donald,2015-06-14 00:18 -- Identity Theft; 
#######,,,,
2016-07-08 06:44,New Entry,Hansen, Orpha,2016-07-08 01:00 -- Vandalism; 2016-07-08 01:22 -- Vandalism; 2016-07-08 05:30 -- Grand Theft Auto; 
2016-07-08 19:04,New Entry,Brown, Burton,2016-07-08 12:31 -- Identity Theft; 
2016-07-08 00:53,Search,Douglas, Roger,2014-05-06 04:58 -- Theft; 2014-05-06 13:19 -- Breaking and Entering; 2014-05-06 13:48 -- Tax Evasion; 
2016-07-08 06:34,Search,Smith, Daniel,1984-11-10 17:02 -- Theft; 1985-04-19 02:16 -- Shoplifting; 1986-10-29 03:44 -- Drunk Driving; 
2016-07-08 09:43,Search,Rodriquez, Donald,1984-11-06 21:37 -- Grand Theft Auto; 1999-05-19 18:26 -- Tax Evasion; 2010-06-29 03:54 -- Intent to Distribute; 
2016-07-08 10:18,Search,Moreno, Melvin,2014-08-18 02:04 -- Money Laundering; 2014-08-18 03:01 -- Shoplifting; 
#######,,,,
2016-07-09 01:38,New Entry,Ferguson, Brandy,2016-07-09 00:00 -- Arson; 2016-07-09 00:13 -- Shoplifting; 2016-07-09 00:44 -- Money Laundering; 
2016-07-09 04:43,New Entry,Goodman, Jacquelyn,2016-07-09 00:19 -- Arson; 2016-07-09 02:05 -- Possession; 2016-07-09 03:57 -- Intent to Distribute; 
2016-07-09 17:14,New Entry,Samples, Robert,2016-07-09 13:42 -- Theft; 2016-07-09 13:45 -- Theft; 
2016-07-09 13:20,Search,Lopez, Lisa,1979-11-16 01:27 -- Theft; 1988-02-15 04:43 -- Intent to Distribute; 1994-04-24 09:12 -- Grand Theft Auto; 1995-10-19 18:05 -- Intent to Distribute; 1997-08-07 15:58 -- Grand Theft Auto; 2014-12-21 11:36 -- Money Laundering; 
2016-07-09 18:40,Record Deleted,Cox, Isidro,1977-09-25 10:45 -- Drunk Driving; 1979-09-10 00:12 -- Possession; 2003-04-09 20:00 -- Tax Evasion; 
#######,,,,
2016-07-10 03:11,New Entry,Mulhall, Evelyn,2016-07-10 01:03 -- Intent to Distribute; 2016-07-10 01:10 -- Grand Theft Auto; 
2016-07-10 04:58,New Entry,Yokley, Dalton,2016-07-10 01:19 -- Vandalism; 2016-07-10 01:22 -- Tax Evasion; 
2016-07-10 20:02,New Entry,Curry, Adam,2016-07-10 13:12 -- Arson; 
2016-07-10 19:22,Search,Parsons, Michelle,2014-04-29 02:56 -- Identity Theft; 
#######,,,,
2016-07-11 09:16,New Entry,Holmes, Clare,2016-07-11 00:42 -- Grand Theft Auto; 2016-07-11 00:53 -- Possession; 
2016-07-11 12:01,Search,McCaslin, Michael,2015-04-23 01:59 -- Assault; 2016-01-20 12:56 -- Possession; 
2016-07-11 14:30,Search,Simmons, Linda,2014-09-17 10:28 -- Theft; 2014-09-17 12:21 -- Shoplifting; 2014-09-17 22:18 -- Arson; 2016-01-14 14:56 -- Vandalism; 
2016-07-11 19:22,Search,Lopez, Nancy,2014-01-25 11:39 -- Theft; 
#######,,,,
2016-07-12 18:29,New Entry,Thompson, Bobbie,2016-07-12 01:16 -- Assault; 2016-07-12 04:06 -- Possession; 2016-07-12 07:39 -- Tax Evasion; 
2016-07-12 04:41,Search,McNichols, Stephen,2016-02-09 06:34 -- Money Laundering; 2016-02-09 07:44 -- Assault; 
2016-07-12 07:35,Search,McMillan, Christopher,1981-10-13 03:00 -- Assault; 1986-11-08 15:32 -- Possession; 1987-12-02 08:58 -- Possession; 2008-07-14 05:28 -- Grand Theft Auto; 2011-02-26 07:54 -- Arson; 2014-01-27 11:32 -- Intent to Distribute; 2016-06-27 16:46 -- Shoplifting; 
2016-07-12 17:14,Search,Wright, Cody,2014-09-20 06:25 -- Grand Theft Auto; 
#######,,,,
2016-07-13 02:20,New Entry,Elie, Reginald,2016-07-13 01:12 -- Intent to Distribute; 
2016-07-13 06:54,Search,King, Violet,2016-02-29 04:22 -- Grand Theft Auto; 2016-02-29 05:42 -- Assault; 
2016-07-13 07:50,Search,Fee, Carmen,2016-07-07 02:27 -- Grand Theft Auto; 2016-07-07 02:32 -- Drunk Driving; 
2016-07-13 17:17,Search,Brown, Ellen,No record found.
2016-07-13 18:58,Search,Burbank, Michael,2014-05-01 02:02 -- Theft; 
#######,,,,
2016-07-14 15:24,New Entry,McKenzie, Christy,2016-07-14 14:26 -- Vandalism; 
2016-07-14 19:45,New Entry,Winget, Donald,2016-07-14 16:27 -- Identity Theft; 2016-07-14 17:50 -- Drunk Driving; 
2016-07-14 23:54,New Entry,Clark, Garry,2016-07-14 16:45 -- Theft; 
2016-07-14 05:08,Search,Battiste, Ronald,2016-01-21 12:11 -- Identity Theft; 2016-05-14 07:00 -- Drunk Driving; 
2016-07-14 07:15,Search,Shelton, Barbara,1978-08-05 01:35 -- Possession; 1980-01-15 16:17 -- Arson; 1989-02-25 05:44 -- Vandalism; 2008-12-30 04:15 -- Tax Evasion; 2015-04-23 08:02 -- Grand Theft Auto; 
2016-07-14 13:14,Search,Laroche, Chris,2016-01-02 09:47 -- Possession; 2016-01-02 12:16 -- Arson; 
2016-07-14 22:18,Search,Farr, Mary,No record found.
#######,,,,
2016-07-15 03:54,New Entry,Shaw, Alvin,2016-07-15 00:50 -- Tax Evasion; 2016-07-15 03:15 -- Vandalism; 
2016-07-15 13:55,New Entry,Tello, Paul,2016-07-15 03:20 -- Shoplifting; 2016-07-15 06:47 -- Identity Theft; 2016-07-15 13:18 -- Breaking and Entering; 
2016-07-15 22:55,New Entry,Sandoval, James,2016-07-15 18:52 -- Shoplifting; 
2016-07-15 02:57,Record Updated,Payne, Constance,2016-07-15 02:57 -- Drunk Driving
2016-07-15 12:21,Record Updated,David, Dorothy,2016-07-15 12:21 -- Money Laundering
2016-07-15 12:43,Search,Mickelsen, David,2016-02-01 04:37 -- Shoplifting; 2016-02-01 12:20 -- Breaking and Entering; 
2016-07-15 22:42,Search,Woody, Katherine,2014-10-14 01:57 -- Shoplifting; 2014-10-14 03:48 -- Money Laundering; 2014-10-14 03:49 -- Vandalism; 
#######,,,,
2016-07-16 02:09,New Entry,Phelps, Erin,2016-07-16 00:05 -- Vandalism; 2016-07-16 01:36 -- Shoplifting; 
2016-07-16 12:48,New Entry,Haase, Ronald,2016-07-16 03:58 -- Identity Theft; 
2016-07-16 02:37,Search,Yu, Marcia,2003-02-06 18:14 -- Arson; 2015-04-03 20:23 -- Grand Theft Auto; 
2016-07-16 05:45,Search,Grier, Robert,2014-07-31 00:02 -- Money Laundering; 2014-07-31 00:27 -- Tax Evasion; 2015-06-16 06:59 -- Identity Theft; 
2016-07-16 09:24,Search,Funk, Edward,No record found.
2016-07-16 19:47,Search,Gay, Melva,1978-11-08 10:37 -- Possession; 1994-10-15 00:18 -- Shoplifting; 1995-02-05 05:36 -- Grand Theft Auto; 2001-09-21 03:39 -- Vandalism; 2002-07-23 13:01 -- Arson; 
#######,,,,
2016-07-17 01:28,New Entry,Perez, Theresa,2016-07-17 00:44 -- Arson; 2016-07-17 00:58 -- Assault; 2016-07-17 01:15 -- Grand Theft Auto; 
2016-07-17 07:44,New Entry,Miller, Charles,2016-07-17 03:29 -- Identity Theft; 
2016-07-17 18:45,New Entry,Levin, Maria,2016-07-17 07:54 -- Arson; 
2016-07-17 04:15,Search,Watson, Gregory,No record found.
2016-07-17 13:31,Search,Aston, Heather,2014-02-03 00:22 -- Possession; 2015-12-06 22:17 -- Possession; 
2016-07-17 23:05,Search,Shattuck, William,2014-04-16 12:19 -- Breaking and Entering; 
#######,,,,
2016-07-18 11:48,New Entry,Moore, Ruth,2016-07-18 06:37 -- Theft; 
2016-07-18 22:09,New Entry,Johnson, Toni,2016-07-18 15:06 -- Drunk Driving; 
2016-07-18 00:37,Search,Brown, Emily,2015-06-29 03:09 -- Drunk Driving; 2015-06-29 11:09 -- Vandalism; 
2016-07-18 06:59,Search,Sims, Kevin,No record found.
2016-07-18 07:15,Search,Saylor, Cheryl,2006-05-25 17:21 -- Drunk Driving; 
2016-07-18 09:43,Search,McNamee, Michael,2014-06-19 04:06 -- Vandalism; 2015-07-04 16:37 -- Possession; 
2016-07-18 12:34,Search,Davis, Robert,No record found.
2016-07-18 13:17,Search,Giles, Tyrone,No record found.
2016-07-18 14:04,Search,Buchanan, Jacklyn,No record found.
2016-07-18 20:01,Search,Pryor, Irene,2003-10-03 05:09 -- Tax Evasion; 
2016-07-18 23:16,Search,Shinn, Ofelia,No record found.
#######,,,,
2016-07-19 03:33,New Entry,Koch, Yvette,2016-07-19 00:00 -- Money Laundering; 2016-07-19 00:12 -- Drunk Driving; 2016-07-19 01:19 -- Theft; 
2016-07-19 06:10,New Entry,Adkins, Marc,2016-07-19 00:48 -- Arson; 2016-07-19 03:00 -- Drunk Driving; 2016-07-19 03:58 -- Vandalism; 
2016-07-19 20:14,New Entry,McLamb, John,2016-07-19 00:21 -- Grand Theft Auto; 2016-07-19 08:54 -- Arson; 2016-07-19 17:15 -- Possession; 
2016-07-19 03:12,Search,Chavez, Jenny,2014-08-20 06:47 -- Assault; 2014-08-20 07:17 -- Assault; 
2016-07-19 03:57,Search,Berg, Geraldine,2014-12-22 05:21 -- Grand Theft Auto; 
2016-07-19 12:19,Search,Graham, Patricia,No record found.
#######,,,,
2016-07-20 02:16,New Entry,Carbone, Elsa,2016-07-20 01:50 -- Tax Evasion; 
2016-07-20 06:51,Search,Nelson, Kenneth,2015-02-18 06:18 -- Shoplifting; 
2016-07-20 06:56,Search,Johnson, Randall,2014-02-01 01:06 -- Money Laundering; 2014-02-01 07:47 -- Possession; 
2016-07-20 10:46,Search,Matthews, Frederick,2014-03-19 05:53 -- Drunk Driving; 2016-01-14 17:30 -- Intent to Distribute; 
2016-07-20 21:39,Search,Miller, David,2014-06-28 04:30 -- Grand Theft Auto; 2014-06-28 20:57 -- Identity Theft; 
#######,,,,
2016-07-21 06:48,New Entry,Finney, Hannah,2016-07-21 04:26 -- Arson; 2016-07-21 04:45 -- Money Laundering; 
2016-07-21 07:22,New Entry,George, Kenneth,2016-07-21 00:24 -- Identity Theft; 2016-07-21 02:31 -- Possession; 
2016-07-21 18:24,New Entry,Rollins, Benjamin,2016-07-21 07:15 -- Assault; 2016-07-21 10:57 -- Intent to Distribute; 2016-07-21 12:49 -- Assault; 
2016-07-21 00:20,Search,Burbank, Michael,2014-05-01 02:02 -- Theft; 
2016-07-21 09:50,Search,Brown, Jose,2016-02-28 08:42 -- Breaking and Entering; 2016-02-28 10:19 -- Shoplifting; 
2016-07-21 14:51,Search,Howard, Anna,2016-06-25 01:01 -- Tax Evasion; 2016-06-25 03:16 -- Vandalism; 
2016-07-21 15:19,Record Updated,Curl, Thomas,2016-07-21 15:19 -- Arson
#######,,,,
2016-07-22 19:22,New Entry,Hood, Katherine,2016-07-22 00:33 -- Drunk Driving; 
2016-07-22 04:10,Search,Dawkins, Dawn,2015-11-12 01:21 -- Breaking and Entering; 2015-11-12 05:53 -- Tax Evasion; 2015-11-12 06:35 -- Grand Theft Auto; 
2016-07-22 04:55,Search,Rodriguez, Alan,1983-09-09 02:49 -- Money Laundering; 1984-11-20 12:24 -- Drunk Driving; 1994-10-20 00:56 -- Intent to Distribute; 2011-07-21 05:18 -- Possession; 2014-07-09 23:10 -- Identity Theft; 2015-01-13 10:29 -- Theft; 
2016-07-22 20:41,Record Updated,Drake, Willie,2016-07-22 20:41 -- Possession
#######,,,,
2016-07-23 05:18,New Entry,Postell, Desiree,2016-07-23 03:34 -- Tax Evasion; 2016-07-23 04:11 -- Theft; 
2016-07-23 08:25,New Entry,Woodland, Tomeka,2016-07-23 05:25 -- Assault; 
2016-07-23 16:30,New Entry,Tamez, John,2016-07-23 12:03 -- Breaking and Entering; 
2016-07-23 04:57,Search,Gonzalez, Denise,2014-07-19 01:36 -- Tax Evasion; 2014-07-19 02:24 -- Vandalism; 2014-07-19 13:39 -- Grand Theft Auto; 
2016-07-23 15:36,Search,Trevino, Alexandra,2015-05-23 03:01 -- Grand Theft Auto; 2015-05-23 04:47 -- Vandalism; 2015-05-23 06:11 -- Theft; 
2016-07-23 16:40,Search,Clark, Garry,2016-07-14 16:45 -- Theft; 
2016-07-23 22:30,Search,Collins, John,2015-05-21 03:04 -- Identity Theft; 2016-03-06 04:37 -- Tax Evasion; 
#######,,,,
2016-07-24 02:06,New Entry,Eng, John,2016-07-24 00:27 -- Vandalism; 2016-07-24 00:52 -- Breaking and Entering; 
2016-07-24 21:38,New Entry,Stanley, Clifton,2016-07-24 01:10 -- Breaking and Entering; 2016-07-24 17:23 -- Drunk Driving; 
2016-07-24 17:22,Search,Cox, Kirsten,2014-04-06 00:36 -- Breaking and Entering; 2014-04-06 03:12 -- Identity Theft; 
2016-07-24 23:12,Search,Canfield, Earl,No record found.
2016-07-24 23:41,Search,Lankford, Mary,2014-12-05 00:07 -- Grand Theft Auto; 2014-12-05 00:40 -- Breaking and Entering; 2014-12-05 00:51 -- Money Laundering; 
#######,,,,
2016-07-25 00:20,New Entry,Matthews, Kelly,2016-07-25 00:13 -- Intent to Distribute; 2016-07-25 00:14 -- Tax Evasion; 
2016-07-25 20:33,New Entry,Bailey, Cassie,2016-07-25 14:41 -- Grand Theft Auto; 
2016-07-25 17:57,Record Updated,Silvera, Patricia,2016-07-25 17:57 -- Vandalism
#######,,,,
2016-07-26 01:30,New Entry,McDougald, Jennifer,2016-07-26 00:27 -- Breaking and Entering; 2016-07-26 00:35 -- Drunk Driving; 2016-07-26 01:16 -- Vandalism; 
2016-07-26 02:32,New Entry,Mullins, William,2016-07-26 00:22 -- Tax Evasion; 2016-07-26 01:05 -- Grand Theft Auto; 2016-07-26 01:23 -- Arson; 
2016-07-26 03:53,New Entry,Yager, Chad,2016-07-26 01:34 -- Tax Evasion; 
2016-07-26 05:00,Search,Williams, Robert,2014-11-03 06:04 -- Assault; 2014-11-03 07:10 -- Intent to Distribute; 2014-11-03 10:56 -- Arson; 
2016-07-26 08:29,Record Updated,Weiss, Brian,2016-07-26 08:29 -- Tax Evasion
2016-07-26 11:57,Search,Wooley, Alan,2016-03-23 00:12 -- Tax Evasion; 2016-03-23 02:58 -- Identity Theft; 2016-03-23 03:40 -- Intent to Distribute; 
2016-07-26 19:01,Search,Wilhelm, Dorothy,2015-02-02 05:21 -- Breaking and Entering; 2015-02-02 05:32 -- Grand Theft Auto; 2015-02-02 15:41 -- Money Laundering; 
#######,,,,
2016-07-27 16:47,New Entry,Schaffer, Ben,2016-07-27 05:33 -- Possession; 2016-07-27 12:55 -- Arson; 2016-07-27 15:22 -- Breaking and Entering; 
2016-07-27 08:07,Record Updated,McManus, Karl,2016-07-27 08:07 -- Possession
2016-07-27 12:56,Record Updated,Rodriguez, Richard,2016-07-27 12:56 -- Tax Evasion
2016-07-27 20:22,Search,Diaz, Gerald,2015-05-02 01:43 -- Drunk Driving; 2015-05-02 06:50 -- Intent to Distribute; 
2016-07-27 23:55,Search,Heil, Hazel,2015-05-17 03:46 -- Tax Evasion; 
#######,,,,
2016-07-28 18:16,New Entry,Simmons, Marcella,2016-07-28 01:23 -- Breaking and Entering; 2016-07-28 17:54 -- Possession; 
2016-07-28 08:19,Search,Norris, Rose,1985-07-12 16:09 -- Intent to Distribute; 2000-10-24 11:50 -- Possession; 
2016-07-28 09:47,Search,Manning, Devin,2015-03-02 00:02 -- Vandalism; 2015-03-02 00:19 -- Theft; 2015-03-02 01:24 -- Arson; 
2016-07-28 17:58,Record Deleted,Munoz, Andre,2016-05-28 00:18 -- Possession; 2016-05-28 04:41 -- Vandalism; 
2016-07-28 21:30,Search,Durden, Alphonse,No record found.
#######,,,,
2016-07-29 03:26,New Entry,Shea, Melanie,2016-07-29 00:42 -- Assault; 2016-07-29 02:00 -- Possession; 
2016-07-29 04:24,New Entry,Oneil, Cheryl,2016-07-29 00:19 -- Shoplifting; 2016-07-29 01:49 -- Theft; 2016-07-29 02:08 -- Money Laundering; 
2016-07-29 05:09,Search,Lutz, James,No record found.
2016-07-29 06:01,Record Updated,Reid, Estela,2016-07-29 06:01 -- Shoplifting
2016-07-29 06:29,Search,Owen, Teresa,No record found.
2016-07-29 10:37,Search,Emery, Eugene,2014-01-17 01:50 -- Vandalism; 2014-01-17 02:48 -- Money Laundering; 2014-06-12 23:09 -- Grand Theft Auto; 2015-03-12 14:42 -- Theft; 
2016-07-29 14:00,Search,Higgins, Dorothy,2016-04-24 00:04 -- Identity Theft; 2016-04-24 00:29 -- Vandalism; 
2016-07-29 22:22,Search,Matteson, Travis,1981-03-13 06:34 -- Identity Theft; 1992-09-11 04:01 -- Arson; 1995-04-26 09:27 -- Identity Theft; 2010-06-11 18:52 -- Assault; 2014-12-30 20:39 -- Possession; 
#######,,,,
2016-07-30 20:36,New Entry,Murphy, Robert,2016-07-30 04:23 -- Possession; 2016-07-30 08:56 -- Arson; 2016-07-30 14:57 -- Vandalism; 
2016-07-30 00:22,Search,McManus, Karl,2015-11-29 01:35 -- Theft; 2016-07-27 08:07 -- Possession; 
#######,,,,
2016-07-31 13:57,New Entry,Lane, Sarah,2016-07-31 08:02 -- Shoplifting; 2016-07-31 09:50 -- Shoplifting; 
2016-07-31 14:18,New Entry,Patterson, Carlos,2016-07-31 08:33 -- Theft; 
2016-07-31 16:32,New Entry,Richards, Steffanie,2016-07-31 06:43 -- Drunk Driving; 
2016-07-31 06:58,Search,Nolan, Joyce,2015-01-04 00:32 -- Grand Theft Auto; 2015-01-04 03:15 -- Grand Theft Auto; 2015-01-04 03:23 -- Possession; 2016-01-06 08:33 -- Vandalism; 
2016-07-31 15:24,Search,Jones, Wanda,No record found.
2016-07-31 21:34,Search,Desoto, Chas,1995-09-13 19:10 -- Vandalism; 2001-03-02 03:51 -- Identity Theft; 2014-09-20 05:04 -- Assault; 
#######,,,,
2016-08-01 02:55,New Entry,Klar, Kim,2016-08-01 02:35 -- Money Laundering; 
2016-08-01 10:35,New Entry,Yee, Latonya,2016-08-01 00:44 -- Grand Theft Auto; 2016-08-01 06:01 -- Arson; 2016-08-01 09:40 -- Possession; 
2016-08-01 22:46,New Entry,Flanagan, Chris,2016-08-01 11:01 -- Assault; 
2016-08-01 07:07,Search,Guerra, Jane,No record found.
2016-08-01 08:46,Search,Dean, Bob,2014-04-30 10:17 -- Grand Theft Auto; 2014-06-24 05:32 -- Breaking and Entering; 
2016-08-01 15:44,Record Updated,Carter, James,2016-08-01 15:44 -- Possession
2016-08-01 19:24,Record Updated,Finney, Hannah,2016-08-01 19:24 -- Assault
#######,,,,
2016-08-02 04:59,New Entry,Hummel, Jean,2016-08-02 00:43 -- Money Laundering; 2016-08-02 01:50 -- Identity Theft; 2016-08-02 04:38 -- Intent to Distribute; 
2016-08-02 20:53,New Entry,Wing, Mary,2016-08-02 02:02 -- Arson; 2016-08-02 02:36 -- Vandalism; 2016-08-02 19:15 -- Vandalism; 
2016-08-02 03:13,Record Deleted,Daly, Magda,1976-05-11 04:20 -- Intent to Distribute; 
2016-08-02 11:09,Search,Gomez, Jason,2015-11-12 02:42 -- Arson; 2015-11-12 03:50 -- Intent to Distribute; 
2016-08-02 15:19,Record Updated,Rodriguez, Agustin,2016-08-02 15:19 -- Shoplifting
2016-08-02 15:40,Record Updated,Frasier, Brian,2016-08-02 15:40 -- Money Laundering
2016-08-02 19:19,Search,Anderson, Donna,No record found.
2016-08-02 19:56,Search,Hooper, Terry,No record found.
2016-08-02 23:01,Search,Lopez, Sharon,No record found.
#######,,,,
2016-08-03 20:45,New Entry,Turner, James,2016-08-03 05:55 -- Tax Evasion; 
2016-08-03 00:26,Search,Stewart, Eli,2014-05-03 01:00 -- Money Laundering; 
2016-08-03 02:22,Search,Brock, Milan,No record found.
2016-08-03 04:41,Search,Kyle, Cassie,2014-06-02 00:33 -- Intent to Distribute; 2014-06-02 05:16 -- Shoplifting; 2014-06-02 05:24 -- Breaking and Entering; 2014-12-25 12:16 -- Assault; 
2016-08-03 12:49,Search,Craner, Theresa,2015-04-15 02:43 -- Grand Theft Auto; 2015-04-15 04:02 -- Arson; 2015-04-15 05:02 -- Vandalism; 2015-11-27 05:48 -- Vandalism; 
2016-08-03 15:02,Search,Whetstone, Charles,2014-03-29 00:12 -- Drunk Driving; 2014-03-29 02:51 -- Arson; 
2016-08-03 15:42,Search,McCollum, Cindy,2016-05-22 10:52 -- Drunk Driving; 2016-05-22 10:58 -- Money Laundering; 
#######,,,,
2016-08-04 03:58,New Entry,Gordon, Marvin,2016-08-04 02:50 -- Assault; 2016-08-04 03:38 -- Breaking and Entering; 
2016-08-04 01:31,Search,Kerr, Sherrie,2014-03-02 02:03 -- Breaking and Entering; 2014-03-24 17:30 -- Possession; 2014-04-13 21:00 -- Tax Evasion; 
2016-08-04 04:41,Search,Pemberton, Alicia,1993-02-05 16:32 -- Identity Theft; 
2016-08-04 19:23,Search,Cook, Michael,2016-06-19 13:11 -- Money Laundering; 
2016-08-04 23:43,Search,Waugh, Raymond,1984-01-17 06:47 -- Breaking and Entering; 2014-01-27 06:41 -- Assault; 2016-02-19 05:12 -- Arson; 
#######,,,,
